[2025-11-29 22:22:40,066] [INFO] CSV 文件不存在，将创建新文件
[2025-11-29 22:28:46,224] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:28:46,225] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:28:46,225] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:28:46,226] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:28:46,227] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:28:46,227] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:28:46,228] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:28:46,228] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:28:46,230] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:28:46,231] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:28:46,231] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:28:46,232] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:28:46,233] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:28:46,234] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:28:46,234] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:28:46,235] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:28:48,404] [INFO] 正在向第13页的第3条评论的回复评论的第3页发起请求
[2025-11-29 22:28:48,642] [INFO] 第(13, 3, 3)页请求成功
[2025-11-29 22:28:48,643] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:28:48,644] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:28:48,645] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:28:48,645] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:28:48,646] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:28:48,647] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:28:48,648] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:28:48,648] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:28:48,649] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:28:48,649] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:28:48,651] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:28:48,652] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:28:48,652] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:28:48,654] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:28:48,655] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:28:48,655] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:28:48,656] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:28:48,656] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:28:48,657] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:28:48,658] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:28:50,704] [INFO] 正在向第13页的第3条评论的回复评论的第4页发起请求
[2025-11-29 22:28:50,939] [INFO] 第(13, 3, 4)页请求成功
[2025-11-29 22:28:50,941] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:28:50,942] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:28:50,943] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:28:50,943] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:28:50,944] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:28:50,945] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:28:50,945] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:28:50,946] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:28:50,947] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:28:50,947] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:28:50,957] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:28:50,958] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:28:50,958] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:28:50,959] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:28:50,960] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:28:50,960] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:28:50,960] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:28:50,962] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:28:50,963] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:28:50,963] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:28:53,865] [INFO] 正在向第13页的第3条评论的回复评论的第5页发起请求
[2025-11-29 22:28:54,454] [INFO] 第(13, 3, 5)页请求成功
[2025-11-29 22:28:54,457] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:28:54,459] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:28:54,460] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:28:54,460] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:28:54,461] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:28:54,462] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:28:54,462] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:28:54,463] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:28:54,464] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:28:54,465] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:28:54,466] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:28:54,466] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:28:54,467] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:28:54,467] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:28:54,468] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:28:54,469] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:28:54,469] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:28:54,470] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:28:54,470] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:28:54,471] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:28:56,426] [INFO] 正在向第13页的第3条评论的回复评论的第6页发起请求
[2025-11-29 22:28:56,695] [INFO] 第(13, 3, 6)页请求成功
[2025-11-29 22:28:56,696] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:28:56,697] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:28:56,698] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:28:56,698] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:28:56,699] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:28:56,700] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:28:56,700] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:28:56,701] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:28:56,702] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:28:56,702] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:28:56,703] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:28:56,703] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:28:56,704] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:28:56,705] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:28:56,705] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:28:56,706] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:28:56,706] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:28:56,707] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:28:56,708] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:28:56,708] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:28:59,595] [INFO] 正在向第13页的第3条评论的回复评论的第7页发起请求
[2025-11-29 22:29:00,122] [INFO] 第(13, 3, 7)页请求成功
[2025-11-29 22:29:00,124] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:29:00,126] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:29:00,126] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:29:00,127] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:29:00,128] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:29:00,129] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:29:00,130] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:29:00,131] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:29:00,131] [INFO] 第3页的第5条评论正在写入csv文件
[2025-11-29 22:29:00,133] [INFO] 第3页的第5条评论写入成功
[2025-11-29 22:29:00,134] [INFO] 第3页的第6条评论正在写入csv文件
[2025-11-29 22:29:00,134] [INFO] 第3页的第6条评论写入成功
[2025-11-29 22:29:00,135] [INFO] 第3页的第7条评论正在写入csv文件
[2025-11-29 22:29:00,135] [INFO] 第3页的第7条评论写入成功
[2025-11-29 22:29:00,136] [INFO] 第3页的第8条评论正在写入csv文件
[2025-11-29 22:29:00,136] [INFO] 第3页的第8条评论写入成功
[2025-11-29 22:29:00,137] [INFO] 第3页的第9条评论正在写入csv文件
[2025-11-29 22:29:00,138] [INFO] 第3页的第9条评论写入成功
[2025-11-29 22:29:00,138] [INFO] 第3页的第10条评论正在写入csv文件
[2025-11-29 22:29:00,139] [INFO] 第3页的第10条评论写入成功
[2025-11-29 22:29:01,608] [INFO] 正在向第13页的第3条评论的回复评论的第8页发起请求
[2025-11-29 22:29:01,825] [INFO] 第(13, 3, 8)页请求成功
[2025-11-29 22:29:01,827] [INFO] 第3页的第1条评论正在写入csv文件
[2025-11-29 22:29:01,828] [INFO] 第3页的第1条评论写入成功
[2025-11-29 22:29:01,830] [INFO] 第3页的第2条评论正在写入csv文件
[2025-11-29 22:29:01,830] [INFO] 第3页的第2条评论写入成功
[2025-11-29 22:29:01,831] [INFO] 第3页的第3条评论正在写入csv文件
[2025-11-29 22:29:01,832] [INFO] 第3页的第3条评论写入成功
[2025-11-29 22:29:01,832] [INFO] 第3页的第4条评论正在写入csv文件
[2025-11-29 22:29:01,833] [INFO] 第3页的第4条评论写入成功
[2025-11-29 22:29:01,834] [INFO] 第13页的第4条评论正在写入csv文件
[2025-11-29 22:29:01,835] [INFO] 第13页的第4条评论写入成功
[2025-11-29 22:29:01,835] [INFO] 第13页的第5条评论正在写入csv文件
[2025-11-29 22:29:01,836] [INFO] 第13页的第5条评论写入成功
[2025-11-29 22:29:01,837] [INFO] 第13页的第6条评论正在写入csv文件
[2025-11-29 22:29:01,837] [INFO] 第13页的第6条评论写入成功
[2025-11-29 22:29:01,838] [INFO] 第13页的第7条评论正在写入csv文件
[2025-11-29 22:29:01,838] [INFO] 第13页的第7条评论写入成功
[2025-11-29 22:29:01,839] [INFO] 第13页的第8条评论正在写入csv文件
[2025-11-29 22:29:01,840] [INFO] 第13页的第8条评论写入成功
[2025-11-29 22:29:01,841] [INFO] 第13页的第9条评论正在写入csv文件
[2025-11-29 22:29:01,841] [INFO] 第13页的第9条评论写入成功
[2025-11-29 22:29:01,842] [INFO] 第13页的第10条评论正在写入csv文件
[2025-11-29 22:29:01,842] [INFO] 第13页的第10条评论写入成功
[2025-11-29 22:29:01,843] [INFO] 第13页的第11条评论正在写入csv文件
[2025-11-29 22:29:01,844] [INFO] 第13页的第11条评论写入成功
[2025-11-29 22:29:01,844] [INFO] 第13页的第12条评论正在写入csv文件
[2025-11-29 22:29:01,845] [INFO] 第13页的第12条评论写入成功
[2025-11-29 22:29:01,846] [INFO] 第13页的第13条评论正在写入csv文件
[2025-11-29 22:29:01,846] [INFO] 第13页的第13条评论写入成功
[2025-11-29 22:29:01,847] [INFO] 第13页的第14条评论正在写入csv文件
[2025-11-29 22:29:01,848] [INFO] 第13页的第14条评论写入成功
[2025-11-29 22:29:01,849] [INFO] 第13页的第15条评论正在写入csv文件
[2025-11-29 22:29:01,849] [INFO] 第13页的第15条评论写入成功
[2025-11-29 22:29:01,850] [INFO] 第13页的第16条评论正在写入csv文件
[2025-11-29 22:29:01,850] [INFO] 第13页的第16条评论写入成功
[2025-11-29 22:29:01,851] [INFO] 第13页的第17条评论正在写入csv文件
[2025-11-29 22:29:01,852] [INFO] 第13页的第17条评论写入成功
[2025-11-29 22:29:01,852] [INFO] 第13页的第18条评论正在写入csv文件
[2025-11-29 22:29:01,853] [INFO] 第13页的第18条评论写入成功
[2025-11-29 22:29:01,854] [INFO] 第13页的第19条评论正在写入csv文件
[2025-11-29 22:29:01,854] [INFO] 第13页的第19条评论写入成功
[2025-11-29 22:29:03,245] [INFO] 正在向第13页的第19条评论的回复评论的第1页发起请求
[2025-11-29 22:29:03,456] [INFO] 第(13, 19, 1)页请求成功
[2025-11-29 22:29:03,457] [INFO] 第19页的第1条评论正在写入csv文件
[2025-11-29 22:29:03,458] [INFO] 第19页的第1条评论写入成功
[2025-11-29 22:29:03,459] [INFO] 第19页的第2条评论正在写入csv文件
[2025-11-29 22:29:03,459] [INFO] 第19页的第2条评论写入成功
[2025-11-29 22:29:03,460] [INFO] 第13页的第20条评论正在写入csv文件
[2025-11-29 22:29:03,461] [INFO] 第13页的第20条评论写入成功
[2025-11-29 22:29:05,561] [INFO] 正在向第13页的第20条评论的回复评论的第1页发起请求
[2025-11-29 22:29:05,792] [INFO] 第(13, 20, 1)页请求成功
[2025-11-29 22:29:05,795] [INFO] 第20页的第1条评论正在写入csv文件
[2025-11-29 22:29:05,796] [INFO] 第20页的第1条评论写入成功
[2025-11-29 22:29:05,797] [INFO] 第20页的第2条评论正在写入csv文件
[2025-11-29 22:29:05,798] [INFO] 第20页的第2条评论写入成功
[2025-11-29 22:29:05,798] [INFO] 第20页的第3条评论正在写入csv文件
[2025-11-29 22:29:05,799] [INFO] 第20页的第3条评论写入成功
[2025-11-29 22:29:05,800] [INFO] 第20页的第4条评论正在写入csv文件
[2025-11-29 22:29:05,800] [INFO] 第20页的第4条评论写入成功
[2025-11-29 22:29:05,801] [INFO] 第20页的第5条评论正在写入csv文件
[2025-11-29 22:29:05,801] [INFO] 第20页的第5条评论写入成功
[2025-11-29 22:29:05,802] [INFO] 第20页的第6条评论正在写入csv文件
[2025-11-29 22:29:05,802] [INFO] 第20页的第6条评论写入成功
[2025-11-29 22:29:05,803] [INFO] 第20页的第7条评论正在写入csv文件
[2025-11-29 22:29:05,804] [INFO] 第20页的第7条评论写入成功
[2025-11-29 22:29:05,805] [INFO] 第20页的第8条评论正在写入csv文件
[2025-11-29 22:29:05,805] [INFO] 第20页的第8条评论写入成功
[2025-11-29 22:29:05,806] [INFO] 第20页的第9条评论正在写入csv文件
[2025-11-29 22:29:05,806] [INFO] 第20页的第9条评论写入成功
[2025-11-29 22:29:05,807] [INFO] 第20页的第10条评论正在写入csv文件
[2025-11-29 22:29:05,808] [INFO] 第20页的第10条评论写入成功
[2025-11-29 22:29:08,623] [INFO] 正在向第13页的第20条评论的回复评论的第2页发起请求
[2025-11-29 22:29:08,819] [INFO] 第(13, 20, 2)页请求成功
[2025-11-29 22:29:08,821] [INFO] 第20页的第1条评论正在写入csv文件
[2025-11-29 22:29:08,821] [INFO] 第20页的第1条评论写入成功
[2025-11-29 22:29:08,822] [INFO] 第20页的第2条评论正在写入csv文件
[2025-11-29 22:29:08,823] [INFO] 第20页的第2条评论写入成功
[2025-11-29 22:29:10,248] [INFO] 正在向第14页发起请求
[2025-11-29 22:29:10,615] [INFO] 第14页请求成功
[2025-11-29 22:29:10,617] [INFO] 第14页的第1条评论正在写入csv文件
[2025-11-29 22:29:10,618] [INFO] 第14页的第1条评论写入成功
[2025-11-29 22:29:10,618] [INFO] 第14页的第2条评论正在写入csv文件
[2025-11-29 22:29:10,619] [INFO] 第14页的第2条评论写入成功
[2025-11-29 22:29:12,920] [INFO] 正在向第14页的第2条评论的回复评论的第1页发起请求
[2025-11-29 22:29:13,127] [INFO] 第(14, 2, 1)页请求成功
[2025-11-29 22:29:13,128] [INFO] 第2页的第1条评论正在写入csv文件
[2025-11-29 22:29:13,128] [INFO] 第2页的第1条评论写入成功
[2025-11-29 22:29:13,130] [INFO] 第2页的第2条评论正在写入csv文件
[2025-11-29 22:29:13,131] [INFO] 第2页的第2条评论写入成功
[2025-11-29 22:29:13,131] [INFO] 第2页的第3条评论正在写入csv文件
[2025-11-29 22:29:13,132] [INFO] 第2页的第3条评论写入成功
[2025-11-29 22:29:13,133] [INFO] 第2页的第4条评论正在写入csv文件
[2025-11-29 22:29:13,133] [INFO] 第2页的第4条评论写入成功
[2025-11-29 22:29:13,134] [INFO] 第2页的第5条评论正在写入csv文件
[2025-11-29 22:29:13,135] [INFO] 第2页的第5条评论写入成功
[2025-11-29 22:29:13,135] [INFO] 第2页的第6条评论正在写入csv文件
[2025-11-29 22:29:13,136] [INFO] 第2页的第6条评论写入成功
[2025-11-29 22:29:13,137] [INFO] 第2页的第7条评论正在写入csv文件
[2025-11-29 22:29:13,137] [INFO] 第2页的第7条评论写入成功
[2025-11-29 22:29:13,138] [INFO] 第2页的第8条评论正在写入csv文件
[2025-11-29 22:29:13,138] [INFO] 第2页的第8条评论写入成功
[2025-11-29 22:29:13,139] [INFO] 第2页的第9条评论正在写入csv文件
[2025-11-29 22:29:13,140] [INFO] 第2页的第9条评论写入成功
[2025-11-29 22:29:13,140] [INFO] 第2页的第10条评论正在写入csv文件
[2025-11-29 22:29:13,141] [INFO] 第2页的第10条评论写入成功
[2025-11-29 22:29:14,358] [INFO] 正在向第14页的第2条评论的回复评论的第2页发起请求
[2025-11-29 22:29:14,617] [INFO] 第(14, 2, 2)页请求成功
[2025-11-29 22:29:14,619] [INFO] 第2页的第1条评论正在写入csv文件
[2025-11-29 22:29:14,620] [INFO] 第2页的第1条评论写入成功
[2025-11-29 22:29:14,621] [INFO] 第2页的第2条评论正在写入csv文件
[2025-11-29 22:29:14,622] [INFO] 第2页的第2条评论写入成功
[2025-11-29 22:29:14,622] [INFO] 第2页的第3条评论正在写入csv文件
[2025-11-29 22:29:14,623] [INFO] 第2页的第3条评论写入成功
[2025-11-29 22:29:14,624] [INFO] 第14页的第3条评论正在写入csv文件
[2025-11-29 22:29:14,624] [INFO] 第14页的第3条评论写入成功
[2025-11-29 22:29:14,625] [INFO] 第14页的第4条评论正在写入csv文件
[2025-11-29 22:29:14,626] [INFO] 第14页的第4条评论写入成功
[2025-11-29 22:29:14,626] [INFO] 第14页的第5条评论正在写入csv文件
[2025-11-29 22:29:14,627] [INFO] 第14页的第5条评论写入成功
[2025-11-29 22:29:14,627] [INFO] 第14页的第6条评论正在写入csv文件
[2025-11-29 22:29:14,628] [INFO] 第14页的第6条评论写入成功
[2025-11-29 22:29:14,629] [INFO] 第14页的第7条评论正在写入csv文件
[2025-11-29 22:29:14,629] [INFO] 第14页的第7条评论写入成功
[2025-11-29 22:29:14,630] [INFO] 第14页的第8条评论正在写入csv文件
[2025-11-29 22:29:14,631] [INFO] 第14页的第8条评论写入成功
[2025-11-29 22:29:14,631] [INFO] 第14页的第9条评论正在写入csv文件
[2025-11-29 22:29:14,632] [INFO] 第14页的第9条评论写入成功
[2025-11-29 22:29:14,633] [INFO] 第14页的第10条评论正在写入csv文件
[2025-11-29 22:29:14,633] [INFO] 第14页的第10条评论写入成功
[2025-11-29 22:29:14,634] [INFO] 第14页的第11条评论正在写入csv文件
[2025-11-29 22:29:14,634] [INFO] 第14页的第11条评论写入成功
[2025-11-29 22:29:14,635] [INFO] 第14页的第12条评论正在写入csv文件
[2025-11-29 22:29:14,636] [INFO] 第14页的第12条评论写入成功
[2025-11-29 22:29:16,145] [INFO] 正在向第14页的第12条评论的回复评论的第1页发起请求
[2025-11-29 22:29:16,379] [INFO] 第(14, 12, 1)页请求成功
[2025-11-29 22:29:16,380] [INFO] 第12页的第1条评论正在写入csv文件
[2025-11-29 22:29:16,381] [INFO] 第12页的第1条评论写入成功
[2025-11-29 22:29:16,381] [INFO] 第12页的第2条评论正在写入csv文件
[2025-11-29 22:29:16,382] [INFO] 第12页的第2条评论写入成功
[2025-11-29 22:29:16,383] [INFO] 第12页的第3条评论正在写入csv文件
[2025-11-29 22:29:16,383] [INFO] 第12页的第3条评论写入成功
[2025-11-29 22:29:16,384] [INFO] 第12页的第4条评论正在写入csv文件
[2025-11-29 22:29:16,384] [INFO] 第12页的第4条评论写入成功
[2025-11-29 22:29:16,385] [INFO] 第12页的第5条评论正在写入csv文件
[2025-11-29 22:29:16,386] [INFO] 第12页的第5条评论写入成功
[2025-11-29 22:29:16,386] [INFO] 第12页的第6条评论正在写入csv文件
[2025-11-29 22:29:16,387] [INFO] 第12页的第6条评论写入成功
[2025-11-29 22:29:16,388] [INFO] 第14页的第13条评论正在写入csv文件
[2025-11-29 22:29:16,389] [INFO] 第14页的第13条评论写入成功
[2025-11-29 22:29:16,389] [INFO] 第14页的第14条评论正在写入csv文件
[2025-11-29 22:29:16,390] [INFO] 第14页的第14条评论写入成功
[2025-11-29 22:29:16,391] [INFO] 第14页的第15条评论正在写入csv文件
[2025-11-29 22:29:16,391] [INFO] 第14页的第15条评论写入成功
[2025-11-29 22:29:16,392] [INFO] 第14页的第16条评论正在写入csv文件
[2025-11-29 22:29:16,392] [INFO] 第14页的第16条评论写入成功
[2025-11-29 22:29:16,393] [INFO] 第14页的第17条评论正在写入csv文件
[2025-11-29 22:29:16,394] [INFO] 第14页的第17条评论写入成功
[2025-11-29 22:29:16,394] [INFO] 第14页的第18条评论正在写入csv文件
[2025-11-29 22:29:16,395] [INFO] 第14页的第18条评论写入成功
[2025-11-29 22:29:16,396] [INFO] 第14页的第19条评论正在写入csv文件
[2025-11-29 22:29:16,396] [INFO] 第14页的第19条评论写入成功
[2025-11-29 22:29:16,397] [INFO] 第14页的第20条评论正在写入csv文件
[2025-11-29 22:29:16,397] [INFO] 第14页的第20条评论写入成功
[2025-11-29 22:29:17,480] [INFO] 正在向第15页发起请求
[2025-11-29 22:29:17,951] [INFO] 第15页请求成功
[2025-11-29 22:29:17,957] [INFO] 第15页的第1条评论正在写入csv文件
[2025-11-29 22:29:17,959] [INFO] 第15页的第1条评论写入成功
[2025-11-29 22:29:17,960] [INFO] 第15页的第2条评论正在写入csv文件
[2025-11-29 22:29:17,961] [INFO] 第15页的第2条评论写入成功
[2025-11-29 22:29:17,962] [INFO] 第15页的第3条评论正在写入csv文件
[2025-11-29 22:29:17,962] [INFO] 第15页的第3条评论写入成功
[2025-11-29 22:29:17,963] [INFO] 第15页的第4条评论正在写入csv文件
[2025-11-29 22:29:17,964] [INFO] 第15页的第4条评论写入成功
[2025-11-29 22:29:17,964] [INFO] 第15页的第5条评论正在写入csv文件
[2025-11-29 22:29:17,965] [INFO] 第15页的第5条评论写入成功
[2025-11-29 22:29:17,966] [INFO] 第15页的第6条评论正在写入csv文件
[2025-11-29 22:29:17,966] [INFO] 第15页的第6条评论写入成功
[2025-11-29 22:29:18,989] [INFO] 正在向第15页的第6条评论的回复评论的第1页发起请求
[2025-11-29 22:29:19,251] [INFO] 第(15, 6, 1)页请求成功
[2025-11-29 22:29:19,254] [INFO] 第6页的第1条评论正在写入csv文件
[2025-11-29 22:29:19,255] [INFO] 第6页的第1条评论写入成功
[2025-11-29 22:29:19,257] [INFO] 第6页的第2条评论正在写入csv文件
[2025-11-29 22:29:19,257] [INFO] 第6页的第2条评论写入成功
[2025-11-29 22:29:19,258] [INFO] 第6页的第3条评论正在写入csv文件
[2025-11-29 22:29:19,259] [INFO] 第6页的第3条评论写入成功
[2025-11-29 22:29:19,259] [INFO] 第6页的第4条评论正在写入csv文件
[2025-11-29 22:29:19,260] [INFO] 第6页的第4条评论写入成功
[2025-11-29 22:29:19,261] [INFO] 第6页的第5条评论正在写入csv文件
[2025-11-29 22:29:19,261] [INFO] 第6页的第5条评论写入成功
[2025-11-29 22:29:19,262] [INFO] 第6页的第6条评论正在写入csv文件
[2025-11-29 22:29:19,262] [INFO] 第6页的第6条评论写入成功
[2025-11-29 22:29:19,263] [INFO] 第6页的第7条评论正在写入csv文件
[2025-11-29 22:29:19,264] [INFO] 第6页的第7条评论写入成功
[2025-11-29 22:29:19,264] [INFO] 第6页的第8条评论正在写入csv文件
[2025-11-29 22:29:19,265] [INFO] 第6页的第8条评论写入成功
[2025-11-29 22:29:19,266] [INFO] 第6页的第9条评论正在写入csv文件
[2025-11-29 22:29:19,266] [INFO] 第6页的第9条评论写入成功
[2025-11-29 22:29:19,267] [INFO] 第6页的第10条评论正在写入csv文件
[2025-11-29 22:29:19,267] [INFO] 第6页的第10条评论写入成功
[2025-11-29 22:29:21,978] [INFO] 正在向第15页的第6条评论的回复评论的第2页发起请求
[2025-11-29 22:29:22,201] [INFO] 第(15, 6, 2)页请求成功
[2025-11-29 22:29:22,202] [INFO] 第6页的第1条评论正在写入csv文件
[2025-11-29 22:29:22,203] [INFO] 第6页的第1条评论写入成功
[2025-11-29 22:29:22,205] [INFO] 第6页的第2条评论正在写入csv文件
[2025-11-29 22:29:22,205] [INFO] 第6页的第2条评论写入成功
[2025-11-29 22:29:22,206] [INFO] 第6页的第3条评论正在写入csv文件
[2025-11-29 22:29:22,206] [INFO] 第6页的第3条评论写入成功
[2025-11-29 22:29:22,207] [INFO] 第6页的第4条评论正在写入csv文件
[2025-11-29 22:29:22,208] [INFO] 第6页的第4条评论写入成功
[2025-11-29 22:29:22,208] [INFO] 第6页的第5条评论正在写入csv文件
[2025-11-29 22:29:22,209] [INFO] 第6页的第5条评论写入成功
[2025-11-29 22:29:22,210] [INFO] 第6页的第6条评论正在写入csv文件
[2025-11-29 22:29:22,210] [INFO] 第6页的第6条评论写入成功
[2025-11-29 22:29:22,211] [INFO] 第6页的第7条评论正在写入csv文件
[2025-11-29 22:29:22,211] [INFO] 第6页的第7条评论写入成功
[2025-11-29 22:29:22,213] [INFO] 第6页的第8条评论正在写入csv文件
[2025-11-29 22:29:22,213] [INFO] 第6页的第8条评论写入成功
[2025-11-29 22:29:22,214] [INFO] 第6页的第9条评论正在写入csv文件
[2025-11-29 22:29:22,214] [INFO] 第6页的第9条评论写入成功
[2025-11-29 22:29:22,216] [INFO] 第15页的第7条评论正在写入csv文件
[2025-11-29 22:29:22,217] [INFO] 第15页的第7条评论写入成功
[2025-11-29 22:29:22,217] [INFO] 第15页的第8条评论正在写入csv文件
[2025-11-29 22:29:22,218] [INFO] 第15页的第8条评论写入成功
[2025-11-29 22:29:22,219] [INFO] 第15页的第9条评论正在写入csv文件
[2025-11-29 22:29:22,219] [INFO] 第15页的第9条评论写入成功
[2025-11-29 22:29:22,220] [INFO] 第15页的第10条评论正在写入csv文件
[2025-11-29 22:29:22,220] [INFO] 第15页的第10条评论写入成功
[2025-11-29 22:29:22,221] [INFO] 第15页的第11条评论正在写入csv文件
[2025-11-29 22:29:22,222] [INFO] 第15页的第11条评论写入成功
[2025-11-29 22:29:22,222] [INFO] 第15页的第12条评论正在写入csv文件
[2025-11-29 22:29:22,223] [INFO] 第15页的第12条评论写入成功
[2025-11-29 22:29:22,224] [INFO] 第15页的第13条评论正在写入csv文件
[2025-11-29 22:29:22,224] [INFO] 第15页的第13条评论写入成功
[2025-11-29 22:29:24,227] [INFO] 正在向第15页的第13条评论的回复评论的第1页发起请求
[2025-11-29 22:29:24,472] [INFO] 第(15, 13, 1)页请求成功
[2025-11-29 22:29:24,475] [INFO] 第13页的第1条评论正在写入csv文件
[2025-11-29 22:29:24,476] [INFO] 第13页的第1条评论写入成功
