用户名,等级,评论内容,日期,点赞数,页数,parent_id,rpid,oid,pagination_str
液体疗法,6,而且精神病医院环境其实也一般，可能还不如监狱，还要长期服用副作用很多的精神病药物比普通坐牢还难受其实,2025-11-21 17:59:41,7,2,281178232481,281219306385,115579969085266,CAEiAggD
期盼退休生活,5,中国没有封闭管理的精神病医院。,2025-11-21 18:14:54,1,2,281178232481,283093626048,115579969085266,CAEiAggD
黃昏の圣痕,6,这些东西我都懂，考公的时候学了无数遍了，但是最朴素的价值观告诉我，杀人偿命欠债还钱天经地义，虽然他是精神病，但是有人被杀是客观事实，为什么精神病无人看管在马路上行凶？这个责任一定得转嫁到某个人或者群体上，不能就一句不负刑事责任就算了，不然那个无辜的人就白死了，精神病的命是命，正常人的命难道就不是命吗？,2025-11-21 10:06:38,3,2,0,281184516193,115579969085266,CAEiAggD
喜欢看月亮的凫由,6,设想你是一个贷款买房又生了两个孩子的家长，家里除了两个孩子外，还有一个行动不便的老人，你家对门的邻居是一个因为精神疾病s人，而又因为不追究刑事责任刚刚被放回来的精神病患者，提问，你该怎么用法律保障自己家人的安全？,2025-11-20 20:02:11,2,2,0,281144522769,115579969085266,CAEiAggD
已经转职魔法师的NPC,6,大家害怕的也不是犯病的人本身，而是最终到底是有人负责还是算自己倒霉吧,2025-11-20 16:22:40,419,2,0,281127006433,115579969085266,CAEiAggD
想喝可乐结果牙坏了,3,精神病人喜欢妄想，脑子毛病,2025-11-20 17:48:40,8,2,281127006433,281133126689,115579969085266,CAEiAggD
OmegaXZero,6,不是，真就是害怕被加害，哪怕你有保险，出险你也是真收到伤害了呀,2025-11-20 21:37:51,53,2,281127006433,283022862704,115579969085266,CAEiAggD
见证历史的烤冷面,5,害怕，有病的人不受控，我们村有个精神病，他身高大约170，体重180左右，就是很壮[笑哭]有一次我弟玩旱冰鞋，旁边有个坡，他推我弟了但是没啥事，还天天拿着刀，看谁不爽就刺，他知道自己杀人不犯法，天天在村子里逛，然后他家人把他送到病院去了，但是又放出来了，我们村的人都避着他，出来后他把我邻居家的轿车点着了，然后他家人把他用铁链锁着，没用，他跑了，现在不知道咋样了[笑哭]吓人,2025-11-21 05:20:46,4,2,281127006433,281174952225,115579969085266,CAEiAggD
已经转职魔法师的NPC,6,回复 @OmegaXZero :搞得好像正常人不会打架斗殴似的，关键是，正常人做了要担责任，所以最起码有个保障,2025-11-21 08:39:22,0,2,283022862704,281179928193,115579969085266,CAEiAggD
MissYoToo,5,最近好的类似恶性事件看得人力竭了😇,2025-11-20 11:51:23,3,3,0,281108800145,115579969085266,CAEiAggE
静水流笙歌,6,刷到重庆那个案子了，心痛,2025-11-20 13:07:51,136,3,0,281114878225,115579969085266,CAEiAggE
静水流笙歌,6,不理解为什么精神病人发病杀人免责,2025-11-20 13:08:33,30,3,281114878225,281115121473,115579969085266,CAEiAggE
静水流笙歌,6,视频看完了，希望重庆精神病人杀人案能进一步推动我国法治建设，细化这方面的刑罚分责,2025-11-20 13:10:47,41,3,281114878225,281115116689,115579969085266,CAEiAggE
柒肆贰拾壹,4,回复 @静水流笙歌 :精神病犯病期间杀人不免责，而是送去治疗，治不好不给出来。那种精神病院装的几乎都是这类人，那里面可比坐牢难受。没有任何意思，只是说精神病人大部分情况下不会受到法律意义上的惩罚和管束而是以另一种形式实现,2025-11-21 15:40:32,21,3,281115121473,281208531985,115579969085266,CAEiAggE
帅过凯源玺,5,回复 @静水流笙歌 :对于那些反社会人格的杀人犯可以当成畜牲一样剥夺生命，但精神病人是人不能当做畜牲看待，法律应该给予最基本的尊重,2025-11-21 18:51:10,4,3,281115121473,283097269968,115579969085266,CAEiAggE
2222yggfvvhj,5,回复 @帅过凯源玺 :精神病杀人已经危害社会他们还是人吗？,2025-11-22 10:45:51,1,3,283097269968,283154234784,115579969085266,CAEiAggE
KevinJH,5,希望所有的都犯法，要不有的就肆无忌惮,2025-11-21 18:34:39,1,3,0,283095683648,115579969085266,CAEiAggE
雨何时能停呢,5,现在那个证可是某些人的护身符，不是那么轻易打碎的[良辰共此曲动态表情包_微笑],2025-11-24 15:55:49,2,3,0,281494856433,115579969085266,CAEiAggE
-不睡觉就会死_,4,精神病鲨人就应该直接死刑啊，下一次又发病又死一个怎么办,2025-11-21 05:47:25,1,3,0,283046079136,115579969085266,CAEiAggE
出来搞三久四,5,不管精神病人在犯案时是不是在发病，都应该按正常人处理，杀人了就应该处死。难道让他再犯病再杀人吗。,2025-11-21 00:06:37,128,3,0,283035796224,115579969085266,CAEiAggE
闫星煜,6,"你这句话的问题在于，你把“按正常人处理”和“保证不再杀人”混为一谈。
这两件事在法律和现实层面根本不是同一个问题。

一、对精神病人按正常人判死刑，无法减少再犯，反而更危险
为什么？
因为一旦精神病患者知道犯案会被处死——
不是他们会收敛，而是他们根本没有能力控制自己。
这不是“震慑”能解决的对象。
对无法控制行为的人谈“惩罚威慑”，就像对失控的驾驶刹车失灵车喊“你给我停下”。
没有意义。

真正的效果是：
家属不敢送医 → 危险者被隐藏 → 病情拖到完全失控 → 更容易出现悲剧。

你以为你在“防止再杀人”，实际上你在制造更多的不稳定个体流入社会。",2025-11-21 03:06:04,34,3,283035796224,283043810576,115579969085266,CAEiAggE
夜遇七女,6,留着只会害人害己,2025-11-21 05:39:21,4,3,283035796224,281175307409,115579969085266,CAEiAggE
Araf_,6,主打的是不知者无罪，类似过失杀人可以减轻刑事责任。但精神病犯罪即使不负刑事责任也会被送去封闭式精神病院治疗服刑的，管的比一般的监狱还严。所以并不是真的不用付出代价，是这么多年媒体一直有偏向的宣传导致大众产生的误解。,2025-11-21 08:29:23,4,3,283035796224,283050436128,115579969085266,CAEiAggE
最后的美好-,6,精神病人违法犯罪和普通人一样要受处罚，普通人进监狱，而精神病人是进精神病院，一个接受管教，一个接受治疗，都没有人身自由了。而且在精神病院除了不用劳动跟监狱差不了多少，还要被各种治疗，精神病人有意识的话也是很痛苦的。所以精神病人犯法不用受处罚，还能继续在外面胡作非为就是个误解。对了，自身权益受到精神病侵害可以找他的监护人赔偿,2025-11-21 08:42:24,7,3,283035796224,281180023457,115579969085266,CAEiAggE
时间回复了深刻,3,你的意思是把精神病人看成正常人吗[重返未来1999_赞],2025-11-21 08:50:40,0,3,283035796224,283051469568,115579969085266,CAEiAggE
Andy_Li1ith,5,但是部分精神病人犯病了之后很难或者完全没办法控制自己的行为和想法，杀人并不是他主观想要做的事情。因为他犯病就把他杀了是对他这个人的不负责。,2025-11-21 09:57:15,0,3,283035796224,281184053585,115579969085266,CAEiAggE
O3等,2,监护人由于监护不当，也会承担责任[吃瓜],2025-11-21 10:13:51,0,3,283035796224,283056389792,115579969085266,CAEiAggE
O3等,2,但精神病人有病正常都会在精神病院，如果发病杀人，主要责任在监护人[吃瓜],2025-11-21 10:15:39,3,3,283035796224,283056579264,115579969085266,CAEiAggE
爱俏的叽叽,6,你为啥非得抓着豁免权不放呢？有的人就想开绿灯,2025-11-21 17:57:42,0,3,283035796224,283091846480,115579969085266,CAEiAggE
帅过凯源玺,5,你这么思考就是把精神病人当成了畜牲一样只要伤了人都可以射杀，这本身就是对精神病人的不尊重，法律对此人群是保护的,2025-11-21 18:46:59,2,3,283035796224,283096970688,115579969085266,CAEiAggE
deeplyq,5,不犯法，但是需要到精神病院关到死,2025-11-21 18:52:24,0,3,283035796224,283097352704,115579969085266,CAEiAggE
努力の子安,6,正常杀人也不一定被判死刑，故意和过失，这个你怎么判定，有人伪装过失你怎么弄，精神病杀人就差不多的道理，综合情况判定嫌疑人是故意的还是过失的，不是简单的一命换一命，还有车祸的你怎么算，开车撞死人赔的更少，而且律师辩护空间极大，我相信很多家属宁愿不要钱，希望嫌疑人一命换一命，但就是没有办法,2025-11-21 20:10:11,2,3,283035796224,281232094177,115579969085266,CAEiAggE
池影池,5,有精分为什么不能关起来[微笑]我爸那边有个叔叔因为赌博老婆跟他离婚了成精分了把租他家房子的租户捅死了，现在还有25年才能出来。租我叔叔的人算什么？算他倒霉吗？,2025-11-21 02:07:19,7,3,0,283042205440,115579969085266,CAEiAggE
東方の妖夢,6,是滤镜问题吗感觉罗老师老了好多[藏狐],2025-11-21 01:57:07,1,3,0,283041925968,115579969085266,CAEiAggE
beeies,5,其实我对于精神病患者还是很同情的，有些偏激的人我也会适当远离，就是怕某些人是“装的”,2025-11-21 23:47:02,8,3,0,281252381297,115579969085266,CAEiAggE
-不浪漫の罪名-,5,精神病人不负刑事责任，那留存于社会不就是对其余所有人的潜在威胁吗？,2025-11-20 11:58:28,38,3,0,282977247408,115579969085266,CAEiAggE
kkko1234,5,适用这条法律的真的是精神病人吗？,2025-11-20 12:29:43,2,3,0,282979914768,115579969085266,CAEiAggE
龙隐祂雾,5,为了少部分人，损害了大多数人的利益，早就必须要改了！,2025-11-20 11:50:56,2,3,0,282976674784,115579969085266,CAEiAggE
弓张小蓝,4,第一眼看到罗老师就感觉好像真的老了,2025-11-21 09:52:01,1,3,0,283054872768,115579969085266,CAEiAggE
北落师门_Official,6,我个人的理解啊，精神病患者就像喝醉酒的人一样，失去了约束自己的理智和规矩，释放出来的是内心深处的本性，有的精神病患者虽然精神不正常了，但一心不想给别人造成麻烦，释放出了自己善的本性。而有的人却释放自己邪恶的本性,2025-11-20 12:21:32,107,3,0,281111092065,115579969085266,CAEiAggE
我想叫蝎子莱莱,4,你这个角度倒是个很好的观点。其实不只精神病人，普通人照样有杀人犯法的，大家都是“人”。醉酒的人照样有揣着明白装糊涂，借着酒劲强奸、滋事闹事的。有的人他真的喝醉了吗？这真不好说，我理解他们的失控为“已知”和“未知”。例如看似因醉酒失去理智的人，比如河北那个猥亵打人的事件，就是借着酒劲骚扰女生，并且被拒绝后脸面挂不住，直接殴打女生，事后用所谓的醉酒开脱。这种情况是他在能够控制自己的意识下，对于自己的行为是已知的。而我理解的像是被害妄想症这类精神病患，他们是时常、频繁地认为有人要加害于他们，自己的生命处于危险状态，（我理解的发病情况大概就类似我们在现实生活中真实遇到了一些威胁，比如别人的口头、言语威胁，或是怀疑被人跟踪等。不知被害妄想症这类病患是否会有幻觉这一情况出现。）然而现实中并不真实存在这种威胁，所以如果发病中在这种状态下对路人发起了袭击、杀人等，这在发病中的行为就是“未知”的，他们对于自己的行为非常坚信不疑地认为正确。不过我觉得“醉酒”和“精神病”这两者有共通性。像你说的有的人激发善，有的人激发恶，我其实感觉醉酒和精神病患两者都适用。恶的人会借用清醒状态，明知故犯，借着喝酒故意做些平常本来就想做的违法的事，借着酒劲逃避责任。例如经典的“我喝多了不记得了，”“我不受控制了”。有的精神病患应该也是，在清醒的时候已经漏出犯法的苗头，并想好后面用“疾病”来逃避责任。,2025-11-20 22:50:07,15,3,281111092065,283029525296,115579969085266,CAEiAggE
最后的美好-,6,精神病人发病和醉酒者的 “失控” 有表面相似，但前者是疾病导致的认知、控制能力受损，后者是主动选择后的暂时失态。两者都可能因约束减弱表现出不同行为，但精神病人的行为更多是 “症状反应”，而非 “本性暴露”；而个体最终表现出善意、无害或攻击性，既和平时的品性有关，更受疾病类型、发病状态的影响,2025-11-21 09:42:21,43,3,281111092065,281183106321,115579969085266,CAEiAggE
猫妖的第十尾,5,不一定 有的精神病症状包括幻觉和偏执 偏执就是坚信一些不正确或者毫无事实依据的东西或者观点 这已经不是关乎本性问题 而是基因或者环境作用在这个人的大脑让它异常了,2025-11-21 19:05:19,10,3,281111092065,283098711552,115579969085266,CAEiAggE
最后的使徒2333,5,也不是哈，我有的时候也会出现一点幻觉，但是比较轻微无害的那种，比如眼前突然出现没见过的图片、觉得有人在我后面举着刀……真的很恐怖，一切都像真实发生的一样，没法分辨到底什么是现实。如果看到有人冲自己扑过来扬着匕首，善良的人会不会反击？如果反击了之后发现居然一切都是幻觉呢？那善良的人就成了罪人、暴力分子，释放出“恶的本性”？,2025-11-21 22:50:42,7,3,281111092065,283121086464,115579969085266,CAEiAggE
这里没有退路,6,那建议你好好了解下这个群体，你说的一部分是对的，但类似抑郁症这种，他更多时候并不会是杀人，而是去想着自杀，因为对他来说，无论是发病时的百般折磨，还是导致他得了这个病的罪魁祸首（大多抑郁症患者生活环境极差，基本都具备被长期家暴和校暴，或者职场暴力的问题），多活一秒都是苦难,2025-11-22 00:02:38,4,3,281111092065,283127679600,115579969085266,CAEiAggE
amyluer,4,回复 @最后的美好- :有一些精神病会妄想症,2025-11-22 10:08:07,1,3,281183106321,283151323168,115579969085266,CAEiAggE
落墨散青衣,6,完全不对，精神疾病是会对大脑产生改变的,2025-11-22 11:23:15,2,3,281111092065,281282277345,115579969085266,CAEiAggE
南山半一,5,"其实不需要解释这些，既然大多数人都觉得不合理，那应该在古老智慧和理智的基础上做适当调整。
比如现在成都那个案子，大家呼声很高的：“如果精神病享有和正常人同样的生活，那么也应享有同样的法律”，其实也并不是不能采用吧。",2025-11-24 20:07:22,74,3,0,281515631761,115579969085266,CAEiAggE
哭泣的麦嘘嘘,5,"精神病杀人应该把他们的监护人判刑，如果没有监护人，就执行死刑呗。
得亏精神病少，多来点，那正常人岂不是得天天担惊受怕，深怕下一秒被人当众杀掉",2025-11-21 09:55:10,1,3,0,281184006305,115579969085266,CAEiAggE
S天殇S,6,张三老师沧桑了好多，多想想开心有趣的事儿吧,2025-11-20 18:26:01,1,3,0,281136149905,115579969085266,CAEiAggE
一心过千境,6,我的建议是精神病和未成年也必须要为其行为负责。,2025-11-20 21:08:16,52,3,0,281150074657,115579969085266,CAEiAggE
fire哥,6,人类真的很虚伪，明明对社会毫无意义的垃圾还要刻意去保护以彰显人性化，真的很可笑,2025-11-21 10:22:49,1,3,0,283057061056,115579969085266,CAEiAggE
梦中秋时,3,为什么明知道会有犯病情况，却没有监护人呢？个人觉得即使精神病人无刑事责任，责任也应该转嫁给监护人,2025-11-21 09:58:07,56,3,0,281184073409,115579969085266,CAEiAggE
迷途的小麒麟,6,转嫁用词不当，应当是追究,2025-11-21 09:59:56,32,3,281184073409,281184134449,115579969085266,CAEiAggE
迷途的小麒麟,6,如果用转嫁不就是对法律的不尊重吗，仔细想想精神病人犯罪，监护人就该承担精神病人的所有罪行吗？,2025-11-21 10:01:54,10,3,281184073409,281184339777,115579969085266,CAEiAggE
妈妈妈咪456,5,那可能会把监护人逼疯，导致监护人把他噶了,2025-11-21 10:02:51,19,3,281184073409,281184293265,115579969085266,CAEiAggE
BlithesomeL,6,一直都有，只是你没注意……只要不是完全有行为能力，什么都不用做，法律会强制自动指定监护人，有的甚至是村委会或者居委会，涉及到钱的这一块，监护人就得负责。,2025-11-21 11:31:51,12,3,281184073409,283061668768,115579969085266,CAEiAggE
努力の子安,6,没有那么简单的事，你非要想直接搬责任给监护人，那你知道国家的医疗压力有多大吗，现在国家对精神病治疗报销是很高的，监护人直接给你扔医院，国内精神病患者的数量超出你的预期，还有会引起对精神病患者的虐待，例如监护人用狗链把患者锁家里，还有别说杀外人了，精神病患者杀父母杀自己小孩的多了去，杀了监护人这笔账又找谁算,2025-11-21 20:27:13,4,3,281184073409,281233627697,115579969085266,CAEiAggE
想象中的派大星,5,回复 @努力の子安 :所以只能选择让普通人承担？,2025-11-22 00:57:55,1,3,281233627697,283131864256,115579969085266,CAEiAggE
wangfeiyu123,5,因为没人敢收治精神病人。其实也不用担心，没人敢去检查治疗。家里人有精神病第一选择就是断绝关系。最终会出现越来越多的精神病人。,2025-11-22 10:18:40,1,3,281184073409,281277199505,115579969085266,CAEiAggE
努力の子安,6,回复 @想象中的派大星 :法律制裁,2025-11-22 17:50:48,0,3,283131864256,281314878081,115579969085266,CAEiAggE
Vitamin维生素,5,现实中好像是会追究的,2025-11-24 00:20:09,0,3,281184073409,281452045905,115579969085266,CAEiAggE
awsl_喵,5,如何追究？监护不利？儿女在无刑事追究年龄杀人，父母也不会从刑法意义上被追究责任吧？,2025-11-24 06:33:33,0,3,281184073409,281462655809,115579969085266,CAEiAggE
伟大的国万岁,4,那你觉得会怎么样？很多人会选择把得了精精神病人的家里人杀掉,2025-11-24 08:58:33,0,3,281184073409,283349467408,115579969085266,CAEiAggE
违规昵称064356236411,5,回复 @努力の子安 :所以就把责任分摊给上亿的普通大众？普通人被杀了就杀了，不用管，但就是要保证精神病人能活着就好了？,2025-11-24 17:10:48,1,3,281233627697,281500085201,115579969085266,CAEiAggE
叫我陈某就可,4,"听到最后一个案件时真是眉头一皱[辣眼睛]
人能坏成这样也真是离谱[无语]",2025-11-20 12:04:21,2,4,0,282977731216,115579969085266,CAEiAggF
恋恋水果,5,我一个朋友就是精神病，犯病的时候什么都不知道，也做出过伤害自己甚至他人的事，他根本不清楚自己做了什么，不犯病的时候还是很好的一个人，现在吃药吃的感觉像小孩子的感觉,2025-11-21 19:16:38,4,4,0,283099968544,115579969085266,CAEiAggF
章鱼鸽的竖笛,6,精神病杀人是必须死刑的，会杀人的精神病是社会危害。,2025-11-21 18:51:56,2,4,0,281224304657,115579969085266,CAEiAggF
凸AvA凸,6,我老家有个亲戚就是的，在家门口被同村的一个神经病打了一顿，照死打的那种，已经住院好几天了,2025-11-20 11:51:11,93,4,0,281108762593,115579969085266,CAEiAggF
凸AvA凸,6,我想知道，就是这种致人重伤的情况，最后真的能给他关进去坐牢吗，现在派出所都只是调解赔偿，不愿意去抓人，说要等后续带去精神鉴定,2025-11-20 11:56:02,0,4,281108762593,281109211505,115579969085266,CAEiAggF
日日吃地豆,6,结果呢？有没有判责？,2025-11-20 11:56:04,0,4,281108762593,282977059072,115579969085266,CAEiAggF
大光哥2017,5,从现实判例来看 精神病比正常人更值得保护[笑哭],2025-11-20 12:10:39,0,4,281108762593,282978224112,115579969085266,CAEiAggF
kkugduvke,4,那个精神病人被拘留了吗？,2025-11-20 12:28:59,0,4,281108762593,281111740449,115579969085266,CAEiAggF
昵称已被官理员清除,6,你瞅啥这种？,2025-11-20 12:30:02,0,4,281108762593,282980085072,115579969085266,CAEiAggF
赤青蛙,6,没有赔偿吗？,2025-11-20 12:43:39,0,4,281108762593,282981301728,115579969085266,CAEiAggF
汪汪队司令员,5,监狱或精神病院，选一个,2025-11-20 12:46:15,0,4,281108762593,281113292913,115579969085266,CAEiAggF
凤温书,6,紧急避险--反杀呀。[doge],2025-11-20 12:46:52,0,4,281108762593,282981482160,115579969085266,CAEiAggF
丿灬紫月幽兰丶,6,起诉了没？怎么判的？,2025-11-20 12:50:47,0,4,281108762593,281113586001,115579969085266,CAEiAggF
MMA自飞,6,抓起来了吗,2025-11-20 13:08:34,0,4,281108762593,282983380592,115579969085266,CAEiAggF
yeahe83,6,精神病是一个大类，很多自理都费劲。你那个要好好鉴定一下是不是装的。,2025-11-20 13:23:20,0,4,281108762593,281116160865,115579969085266,CAEiAggF
这事儿不简单,6,真正的精神病都不住精神病院，没病的却要强制住院吃药[笑哭],2025-11-20 13:30:07,0,4,281108762593,282984904928,115579969085266,CAEiAggF
清溪的枫,4,总是感觉罗老师很憔悴,2025-11-21 10:27:33,1,4,0,281185747761,115579969085266,CAEiAggF
巴鲁斯丷,6,重点就是如何判定“精神病人”,2025-11-20 13:44:16,3,4,0,282985805984,115579969085266,CAEiAggF
一烟花烬头一,6,精神病人更应该严判重判才对,2025-11-24 08:02:32,1,4,0,283346944960,115579969085266,CAEiAggF
黄昏时分即对酒当歌,5,罗老师照顾好身体呀，面色看着有点苍白，唇色看着也太浅淡了些。,2025-11-20 17:49:42,2,4,0,283002534064,115579969085266,CAEiAggF
恼羞咯,4,我们不应当歧视精神病人，所以正常人怎么判，它们也该怎么判,2025-11-20 12:03:51,13,4,0,281109765553,115579969085266,CAEiAggF
那得加钱_,6,我觉得就该由其监护人受罚,2025-11-20 12:01:41,1,4,0,282977542256,115579969085266,CAEiAggF
NPC一枚游戏人间,6,欺负死人不会说话是吧[辣眼睛],2025-11-21 10:41:01,1,4,0,281186823729,115579969085266,CAEiAggF
至凌帝,6,既然如此，为何要将那些家伙放出来？不执行死刑终身监禁应该很有必要吧？不然对被害者岂不是太过不公平，法律的正义与公正又体现在哪？,2025-11-20 13:44:39,2,4,0,282985815040,115579969085266,CAEiAggF
2222yggfvvhj,5,我想问法律是保护正常人还是保护不正常的人?精神病杀人是不是对社会造成危害?,2025-11-22 10:50:58,84,4,0,283154812672,115579969085266,CAEiAggF
现在是乱纪元不要回答,3,我对法律了解都比较低，个人所说不代表群众:无论是谁，只要是正常社会生活的本性，那都属于受法律保护的，精神病人杀人确实有一些对社会造成危害，刚才视频中罗老师也说了分成三类，精神病杀人就得看精神病对普通人的严重伤害，以及观察脑部器官以及心理情况怎么样？可轻可重谁也猜不准，未来某年精神病就算是真的精神不佳也得判处死刑，因为我觉得精神病人跟动物一样，像什么熊猫(熊猫是熊，不是猫)，狮子，老虎物吃了人肉还想再吃，那会变得疯狂的，况且他对受害者造成了多大的伤害，对人的心理压力也很大的比较危害社会，不过我说的是未来，不是现在，如果是真的精神不佳的精神病人，或许还能受法律保护。(话里有误请叫我),2025-11-22 18:47:17,6,4,283154812672,283197521936,115579969085266,CAEiAggF
现在是乱纪元不要回答,3,哦，对了！所有精神病人智商智商挺高的，有时候比较接近于正常范围了，不代表所有精神病人是犯人，只是精神有问题，不代表自己有问题。,2025-11-22 18:50:41,5,4,283154812672,283197801184,115579969085266,CAEiAggF
你在我的夏天里,6,精神病人应该需要严格的评估标准，达不到标准的就应该关起来,2025-11-21 04:23:38,1,4,0,283045200192,115579969085266,CAEiAggF
不猜谜语爹味退散,5,正常时要承担不从宽，开始疯要承担可从宽，完全疯不承担要从宽,2025-11-20 12:32:42,2,4,0,281112165073,115579969085266,CAEiAggF
up是只癞蛤蟆,4,一直不明白怎么确定杀人时犯病，也一直不明白怎么确定杀人时是故意还是无意,2025-11-23 23:37:41,101,4,0,283330121488,115579969085266,CAEiAggF
呢称未解锁,3,没生化检测手段的，神经递质假说在欧美是一个myth。记得西安夫妻互送疯人院吗？,2025-11-24 00:59:21,2,4,283330121488,281454581937,115579969085266,CAEiAggF
没错我就是逆蝶,4,看你交的保护费决定,2025-11-24 12:10:40,2,4,283330121488,281479463121,115579969085266,CAEiAggF
up是只癞蛤蟆,4,回复 @呢称未解锁 :这咋检测伤害发生时的状态  已经是过去式了  检测也只能确定检测当时的状态吧,2025-11-24 15:35:26,2,4,281454581937,283377481776,115579969085266,CAEiAggF
李飘飘502,5,杀人犯不犯法其实不重要，他只是一个惩罚的工具而已，为什么要惩罚？只是为了不把人逼到杀人这个地步,2025-11-22 06:16:51,2,4,0,281266300321,115579969085266,CAEiAggF
蹲坑神,6,精神病杀人不犯刑事责任  那再犯病杀一个   也不犯么   杀n个人呢？,2025-11-21 10:35:22,3,4,0,281186381697,115579969085266,CAEiAggF
0白0黑0,4,最后的字幕应该是：最不坏的结果,2025-11-21 10:41:38,1,4,0,283058326992,115579969085266,CAEiAggF
草长萤飛,5,《乱步奇谭》里说的就是坏人假装精神病 屡次行凶害人 但因为有病院的精神签定 多次逃过法律制裁 为了报复 杀死了正义警察唯一的亲人 那个警察直接崩溃 黑化 辞职....直接跳过法律 亲自执行人道主义消灭.....有些想走精神病路线的坏人 在作恶之前 先假装成精神病（从现实行为和心理暗示两方面同时着手）然后....就真的成了精神病 医院都检查不出来的那种 完成恶行逃过审判之后 这坏人还能自行恢复过来 甚至有部分天才 能在正常人和精神病之间切换自如....,2025-11-20 12:44:22,2,4,0,281113201793,115579969085266,CAEiAggF
大用亏了,5,精神病可以无罪，但是要管控，精神病制造的案件要有人负责，不推卸责任，这样精神病才能无罪。如果精神病犯罪后又找不到负责人，那精神病就应该为他的行为负责，总得有个人承担后果，他不能认知自己的行为就无罪，那就要有人替他赔了所有损失他才是无罪的，如果赔不了那他就该为自己造成的损失负责。,2025-11-24 12:56:08,4,5,0,283366652448,115579969085266,CAEiAggG
★煜★,6,精神分裂症不同人格是否都有人权,2025-11-20 12:04:24,1,5,0,282977784000,115579969085266,CAEiAggG
养狗狗的人,6,"无论是不是精神病人，杀人都应该偿命。公众只是将执法权力让渡给执法机关，并不是放弃了朴素的价值观。
对于被害人和被害人家属，杀人者是不是精神病都不重要，",2025-11-20 17:56:29,4,5,0,281133583713,115579969085266,CAEiAggG
情迷哈瓦那,6,急性精神病了解一下[doge],2025-11-20 11:55:39,1,5,0,282976952816,115579969085266,CAEiAggG
年近四十的魔法师,6,个人认为，一个人判断另一个人是否是通过自己的意识做出的行为是唯心主义的极端体现，属于论心不论迹，这不就是“说你不行你就不行，行也不行”么？,2025-11-20 13:16:12,4,5,0,282983904368,115579969085266,CAEiAggG
大表哥教你做人,5,没有误解，基本都知道精神病是在犯病期间杀人不犯法，犯病期杀人更应该死刑，因为不知道他什么时候就犯病了，比正常人危害更大。,2025-11-20 15:13:24,170,5,0,282991614768,115579969085266,CAEiAggG
只是苜蓿,6,那就有犯病可能的精神病全都抓起来枪毙就完了~~[吃瓜],2025-11-20 19:56:43,2,5,282991614768,283013829312,115579969085266,CAEiAggG
宫阙万间都,6,认同,2025-11-20 20:32:28,0,5,282991614768,283017134272,115579969085266,CAEiAggG
-FBJ-,6,省流：是的,2025-11-20 21:06:17,62,5,0,281150017985,115579969085266,CAEiAggG
BlithesomeL,6,仔细看一下吧，怎么小学语文学的这么差么，还是短视频刷多了笨的连总结都不会了，他说有案例是判处死刑的……哎，普及知识简直是对牛弹琴……,2025-11-21 11:28:48,11,5,281150017985,283061589328,115579969085266,CAEiAggG
uifkwby,5,回复 @BlithesomeL :有案例，中国有马云，所以全都是马云亿万富翁吗？不看普遍性，看个例？,2025-11-22 00:08:08,3,5,283061589328,281254270689,115579969085266,CAEiAggG
BlithesomeL,6,"回复 @uifkwby :罗老师假如说：绝大多数人总结的时候都会考虑普遍性和特殊性，不过也有一部分人只考虑普遍性或者特殊性”
总结“是的，所有人都知道总结是两者都要考虑到的”，那么你，你是不是人啊？[doge_金箍]（老师可没说只考虑普遍性或者特殊性的人不是人啊，是你自己总结的）",2025-11-22 19:49:23,1,5,281254270689,283203964496,115579969085266,CAEiAggG
正义为尔,5,回复 @BlithesomeL :[吃瓜]读书读沙了可以去社会混两年,2025-11-22 19:56:42,0,5,283061589328,281327436161,115579969085266,CAEiAggG
不用的时候,5,回复 @uifkwby :你这啥举例啊，他没有说“所有精神病杀人都死刑啊”他的意思是“有案例”，没有以偏概全的意思啊，他只是在反驳楼主说的“是的（精神病杀人不犯法）”，你自己过度理解了吧[脸红],2025-11-22 20:58:35,0,5,281254270689,281333769937,115579969085266,CAEiAggG
awsl_喵,5,是的，视频是不看的，评论是要说的，是的,2025-11-24 06:26:41,1,5,281150017985,281462568609,115579969085266,CAEiAggG
真の领带猫,4,那么允许或纵容精神病人到公共场所害人的，是不是应该承担责任呢[滑稽],2025-11-20 22:06:44,1,5,0,283025600112,115579969085266,CAEiAggG
冷月忆吖,5,怎么说呢，犯法的“精神病”有的是办法证明自己是精神病，真的精神病不需要证明自己是精神病，变态杀人魔精神不正常不一样要枪毙嘛？为啥变态杀人魔是精神病逃不出法网，但是那些有逻辑思维需要证明自己是精神病的“精神病”却不用承担责任[思考],2025-11-20 23:03:26,3,5,0,281160261201,115579969085266,CAEiAggG
曾经走过001,5,想问一下，杀人的人不判死刑，那被杀的人就白死了？,2025-11-20 20:53:54,15,5,0,281148859521,115579969085266,CAEiAggG
重装蒂蒂出击,6,对的，就是白死了，甚至赔偿都没有,2025-11-21 04:30:00,7,5,281148859521,283045291120,115579969085266,CAEiAggG
恋恋水果,5,回复 @重装蒂蒂出击 :免刑事责任又不是免民事责任,2025-11-21 19:11:27,5,5,283045291120,283099395808,115579969085266,CAEiAggG
叶影星璇,6,我觉得如果因为精神病减轻处罚，可以送进精神病院，并支付治疗费，钱不够就干活抵消。,2025-11-20 12:10:11,3,5,0,282978276976,115579969085266,CAEiAggG
